file_name,question_text,answer_option,category,final_answer_range,contains_diagram,diagram_description,final_answer
63fff527-ce2a-5693-86fc-788cdd8a0890_q10.png,In each of the following questions there is a specific relationship between the first and second term. The same relationship exists between the third and fourth term which will replace the question mark (?). Select the correct term from the alternatives given. CD10Q : FG16C :: IJ220 : ?,(1) LM28A (2) LM28Z (3) LM28B (4) LM28C,pattern_recognition, 1-4,FALSE,No Diagram,1
a1abaeb7-4ed8-5677-ae6e-095d526a55e7_q21.png,"In Question Nos 21 to 25 there are two shapes in first part of the Question. Second part of the Question contains only one shape, choose 4th shape from answer shapes.",(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram contains instructions and shapes for a logical reasoning question. The instructions state: 'In Question Nos 21 to 25 there are two shapes in the first part of the Question. Second part of the Question contains only one shape, choose 4th shape from answer shapes.' Below the instructions, there are two sections: 'Question shapes' and 'Answer shapes'. In the 'Question shapes' section, there are two pairs of shapes. The first pair consists of a square with a smaller square inside it on the left, and a square with a smaller filled black square inside it on the right. The second pair consists of a circle on the left and a question mark inside a square on the right. In the 'Answer shapes' section, there are four options labeled A, B, C, and D. Option A is a circle with the left half filled black. Option B is a circle with the bottom half filled black. Option C is a circle with a vertical line dividing it into two halves, with the left half filled black. Option D is a circle with the right half filled black.",D
43727a02-d9a7-52a3-96c9-51b25de79461_q93.png,"In each of these questions, the numbers in the figures follow a certain pattern. There is a number missing marked by ?. Find out the missing number from among the four alternatives.",(1) 22 (2) 23 (3) 24 (4) 25,pattern_recognition, 1-4,TRUE,"The diagram contains a circle divided into six equal sectors. Each sector contains a number, except for one sector which contains a question mark (?). Starting from the top and moving clockwise, the numbers in the sectors are as follows: the first sector contains the number 2, the second sector contains a question mark (?), the third sector contains the number 16, the fourth sector contains the number 11, the fifth sector contains the number 7, and the sixth sector contains the number 4. Below the circle, there are four alternative answers listed horizontally: (1) 22, (2) 23, (3) 24, and (4) 25.",2
837a82e5-20f7-58e3-89fa-4b6884c2414c_q5.png,The letters given below follow a definite pattern. Find out the missing letters to complete the pattern. gfe-2g-e22-fe2-gf-22,(A) 2f2ge (B) e2fg2 (C) f2g2e (D) 2fg2e,pattern_recognition,A-D,FALSE,No Diagram,D
9cf83db6-9bdb-5567-babd-e7d10b24d34b_q47.png,None,(A) ANNUAL (B) LAMINATION (C) TERMINATE (D) INTERNAL,pattern_recognition,A-D,FALSE,No Diagram,D
cb093e8c-5f30-5944-91bd-4916ca46e86b_q85.png,The words are given under Column - I. Their codes are given under Column - II. The order of coding for the letters of the word in the Column - I do not follow the same order in the Column - II. Find the codes for the letters of words in Column - I and find the codes for the given words in questions: ANKLE,(1) p q x m c (2) x q p m c (3) x p q m c (4) x q p c m,pattern_recognition, 1-4,TRUE,"The diagram contains a table with two columns and six rows, followed by a question with multiple-choice answers. The table is labeled with 'Column - I' and 'Column - II'. The entries in the table are as follows: 

Row 1: 'KIN' in Column - I and 'qpf' in Column - II. 
Row 2: 'SON' in Column - I and 'nql' in Column - II. 
Row 3: 'AVE' in Column - I and 'ecx' in Column - II. 
Row 4: 'DUST' in Column - I and 'dknb' in Column - II. 
Row 5: 'LOAN' in Column - I and 'xlmq' in Column - II. 
Row 6: 'TAKE' in Column - I and 'bcpx' in Column - II.

Below the table, there is a question: 'ANKLE'. Four multiple-choice answers are provided: 
(1) p q x m c 
(2) x q p m c 
(3) x p q m c 
(4) x q p c m.",2
407270e9-8cd2-5148-b501-c60d254e594c_q97.png,"In a certain code language INKER is written as GLLGT and GLIDE is written as EJJFG, What will JINKS be written in that code language?",(1) GFOMU (2) HGMMU (3) HGOGH (4) HGOMU,pattern_recognition, 1-4,FALSE,No Diagram,4
548dea34-b0b0-58cc-b6da-415f19b0ce5c_q42.png,None,(A) 52 ÷ 4 + 5 × 8 − 2 = 36 (B) 43 × 7 ÷ 5 + 4 − 8 = 25 (C) 36 × 4 − 12 ÷ 5 ÷ 3 = 420 (D) 36 − 12 × 6 ÷ 3 + 4 = 60,pattern_recognition, 1-4,FALSE,No Diagram,1
57a5e89b-953d-56aa-ad08-c62ca3427833_q36.png,h_eghfgh_eghe_,(1) gffh (2) hhgg (3) ffgh (4) fhfg,pattern_recognition, 1-4,FALSE,No Diagram,4
02c5165a-88ae-5255-b9ae-927132c93df1_q72.png,In which of the four images on the right can the pattern given on the left be seen as a part of the image?,(A) 1 (B) 2 (C) 3 (D) 4,pattern_recognition,A-D,TRUE,"The diagram contains a question at the top, which reads: 'In which of the four images on the right can the pattern given on the left be seen as a part of the image?' Below the question, there is a horizontal line separating the question from the images. On the left side of the line, there is a single image of a pattern. This pattern consists of a hexagon with a smaller pentagon inside it. On the right side of the line, there are four images labeled 1, 2, 3, and 4 from left to right. Image 1 contains a hexagon with a smaller pentagon inside it. Image 2 contains a hexagon with a smaller pentagon inside it. Image 3 contains a hexagon with a smaller pentagon inside it, and an additional shape overlapping the top of the hexagon. Image 4 contains a hexagon with a smaller pentagon inside it, and an additional shape overlapping the top of the hexagon. Below these images, there are four options labeled (A) 1, (B) 2, (C) 3, and (D) 4.",D
ffcf674e-119a-5f80-b371-4b4ecf1a6f27_q7.png,"In each of the questions, the numbers are arranged in a certain order. In one place, a question mark is given. Find out which one of the answers will replace the question mark. 7.",(1) 2 (2) 8 (3) 4 (4) 5 (5) 10,pattern_recognition, 1-4,TRUE,"The diagram is a 3x3 grid with numbers in each cell, except for one cell which contains a question mark. The grid is described as follows: 
- The first row contains the numbers 9, 17, and 16 from left to right. 
- The second row contains the numbers 5, a question mark, and 4 from left to right. 
- The third row contains the numbers 9, 17, and 8 from left to right. 
Below the grid, there are five answer choices labeled 1) 2) 3) 4) 5) with the corresponding numbers 8, 4, 5, and 10 respectively. The task is to find out which one of the answers will replace the question mark.",1
4808148d-1c9f-5237-91bd-8d9dc204eaba_q35.png,"In a certain code language 11 + 5 = 36; 22 + 6 = 58; 33 + 7 = 82; then, 55 + 9 = ?",(A) 112 (B) 163 (C) 136 (D) 124,pattern_recognition, 1-4,FALSE,No Diagram,3
837a82e5-20f7-58e3-89fa-4b6884c2414c_q48.png,"In each of the following questions there is a relationship between two figures on the left side of the sign:: The same relationship exists between the two, to the right side of sign:: Find the correct alternative.",(1) (2) (3) (4),pattern_recognition,A-D,TRUE,"The diagram consists of a main section and four answer choices labeled 1, 2, 3, and 4. The main section is divided into two parts by a double colon (::). The left part contains two squares, each with different shapes inside, and the right part contains a single square with a question mark inside. The first square on the left contains a large triangle pointing upwards with a small circle at the top vertex, a small square at the bottom left vertex, and a small star at the bottom right vertex. The second square on the left contains a large triangle pointing downwards with a small circle at the bottom vertex, a small square at the top left vertex, and a small star at the top right vertex. The right part of the main section contains a single square with a question mark inside, indicating the need to find the correct alternative from the answer choices below. The answer choices are as follows: 1. A square containing a large triangle pointing upwards with a small star at the top vertex, a small circle at the bottom left vertex, and a small square at the bottom right vertex. 2. A square containing a large triangle pointing downwards with a small star at the bottom vertex, a small circle at the top left vertex, and a small square at the top right vertex. 3. A square containing a large triangle pointing upwards with a small star at the top vertex, a small square at the bottom left vertex, and a small circle at the bottom right vertex. 4. A square containing a large triangle pointing downwards with a small star at the bottom vertex, a small square at the top left vertex, and a small circle at the top right vertex.",A
0f48f448-e018-5efd-bcf5-b476de1284a9_q45.png,None,(1) (2) (3) (4) (5),pattern_recognition, 1-4,TRUE,"The diagram contains two sets of figures labeled 'Problem Figures' and 'Answer Figures'. The 'Problem Figures' set consists of four figures labeled (a), (b), (c), and (d). Figure (a) is an arrow pointing downwards with two small circles on either side of the arrowhead. Figure (b) is an upward-pointing arrow with three small circles above the arrowhead. Figure (c) is a right-angled shape resembling an open book or a less-than sign with a vertical line extending from the top. Figure (d) is a blank square with a question mark inside it. Below the 'Problem Figures' set is the 'Answer Figures' set, which consists of five figures labeled (1), (2), (3), (4), and (5). Figure (1) is a right-angled shape resembling an open book or a less-than sign with a vertical line extending from the top, and two small circles on either side of the vertical line. Figure (2) is a right-angled shape resembling an open book or a less-than sign with three small circles above the vertical line. Figure (3) is a right-angled shape resembling an open book or a less-than sign with three small circles inside the angle. Figure (4) is a right-angled shape resembling an open book or a less-than sign with two small circles inside the angle. Figure (5) is a right-angled shape resembling an open book or a less-than sign with a vertical line extending from the top, and three small circles on either side of the vertical line.",3
709e03d6-f579-5093-94df-d7927be415db_q37.png,"If 2*5=4110, 3*7=9121, 5*2=25110 then 4*8=?",(A) 32116 (B) 12132 (C) 64112 (D) 16132,pattern_recognition,A-D,FALSE,No Diagram,D
8a5d0a36-9c8a-5a24-b114-67a57c3b249e_q18.png,None,(1) 10 (2) 11 (3) 12 (4) None,pattern_recognition, 1-4,FALSE,No Diagram,4
252c0d81-4bbd-5b3a-b4f3-8f3eb8adad2f_q17.png,"Find the missing character in the circle: 11, 6, 4, 8, (?)",(1) 6 (2) 8 (3) 9 (4) 12,pattern_recognition, 1-4,TRUE,"The diagram contains three circles, each with four numbers placed around the circumference and one number inside the circle. The first circle has the number 14 inside it. Around the circumference, starting from the top and moving clockwise, the numbers are 10, 8, 15, and 8. The second circle has the number 8 inside it. Around the circumference, starting from the top and moving clockwise, the numbers are 8, 5, 6, and 9. The third circle has a question mark inside it, indicating a missing number. Around the circumference, starting from the top and moving clockwise, the numbers are 6, 8, 4, and 11. Below the diagram, there are four answer choices: (1) 6, (2) 8, (3) 9, and (4) 12.",1
cd9271d5-90db-5cb8-bee2-9f870bd2410a_q32.png,Which number will replace the question mark?,(1) 15 (2) 25 (3) 35 (4) 22,pattern_recognition, 1-4,TRUE,"The diagram contains three circles, each divided into four equal quadrants by a vertical and a horizontal line intersecting at the center. Each quadrant contains a number. The first circle, from left to right, has the numbers 6 in the top-left quadrant, 4 in the top-right quadrant, 20 in the bottom-left quadrant, and 8 in the bottom-right quadrant. The second circle has the numbers 7 in the top-left quadrant, 9 in the top-right quadrant, 26 in the bottom-left quadrant, and 8 in the bottom-right quadrant. The third circle has the numbers 6 in the top-left quadrant, 5 in the top-right quadrant, a question mark in the bottom-left quadrant, and 12 in the bottom-right quadrant. Below the circles, there is a question: 'Which number will replace the question mark?' followed by four options: (1) 15, (2) 25, (3) 35, and (4) 22.",2
6d82ebee-3bd5-5a8e-805e-bb35a08900b6_q2.png,Which set of numbers is like the given set? Given set 11: 1210,(A) 8:448 (B) 6:2160 (C) 7:1029 (D) 9:729,pattern_recognition,A-D,FALSE,No Diagram,A
0bc2b11b-bb77-54bc-87e6-8fda667f0a6e_q53.png,"In a certain code language ‘si po re’ means ‘book is thick’, ‘ti na re’ means ‘bag is heavy’, ‘ka si’ means ‘interesting book’ and ‘de ti’ means ‘that bag’ what should stand for ‘that bag is interesting’ in that code language?",(1) ka re na ti (2) de si re ka (3) ti po ka na (4) de ti re ka,pattern_recognition,A-D,FALSE,No Diagram,C
16aefae9-3c97-5b85-b6f5-25c62ec4c048_q26.png,"In the given below what will come in the place of question mark (?). MDDM, OFFO, QHHQ, ?, ULLU",(1) RITR (2) SIIS (3) RJJR (4) SJJS,pattern_recognition, 1-4,FALSE,No Diagram,4
9a95f038-2f41-52b3-95c8-55c641d361d2_q97.png,"In the following questions there are two problem figures followed by the answer figures labelled as A, B, C and D. The two problem figures have some common characteristics/features. Select the answer figure which has the same commonality.",(1) C (2) D (3) A (4) B,pattern_recognition, 1-4,TRUE,"The diagram contains a question with two problem figures followed by four answer figures labeled A, B, C, and D. The task is to select the answer figure which has the same commonality as the problem figures. The problem figures and answer figures are described as follows: 

Problem Figures: 
1. The first problem figure is a square containing a circle, which in turn contains a triangle. 
2. The second problem figure is a hexagon containing a circle, which in turn contains a square. 

Answer Figures: 
A. The first answer figure is a circle containing a square, which in turn contains a smaller square. 
B. The second answer figure is a hexagon containing a diamond, which in turn contains a smaller diamond. 
C. The third answer figure is a hexagon containing a circle, which in turn contains a triangle. 
D. The fourth answer figure is a square containing a circle, which in turn contains a pentagon. 

The options provided are: 
(1) C 
(2) D 
(3) A 
(4) B",2
cb093e8c-5f30-5944-91bd-4916ca46e86b_q44.png,Mb1 : Nc2 :: Sf3 : ?,(1) Qd1 (2) Od3 (3) Re2 (4) Qe2,pattern_recognition, 1-4,TRUE,"The diagram is a pyramid pattern consisting of letters and numbers arranged in rows. The topmost row contains a single cell with the letter 'a'. The second row contains three cells with the numbers 1, 2, and 3 from left to right. The third row contains six cells with the letters b, c, d, e, and f from left to right. The fourth row contains ten cells with the numbers 4, 5, 6, 7, 8, 9, and 10 from left to right. The fifth row contains seven cells with the letters I, H, G, E, F, D, C, B, and A from left to right. The sixth row contains eleven cells with the numbers 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, and 21 from left to right. The seventh row contains twelve cells with the letters J, K, L, M, N, O, P, Q, R, S, T, U, and V from left to right. The eighth and final row contains fourteen cells with the numbers 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, and 36 from left to right. Below the pyramid, there is a question: 'Mb1 : Nc2 :: Sf3 : ?' with four multiple-choice options: (1) Qd1, (2) Od3, (3) Re2, and (4) Qe2.",3
9519892a-646f-510c-83ca-8058dbd72619_q87.png,"Choose the correct alternative from the answer figures in place of question mark (?), which will continue the series.",(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram contains a sequence of three boxes followed by a fourth box with a question mark, indicating a missing figure to be determined. Each box contains a combination of geometric shapes (triangle, square, and circle) and mathematical symbols (equal sign, plus sign, multiplication sign). The sequence is as follows: 

Box 1: 
- Top row: triangle, square 
- Middle row: equal sign 
- Bottom row: multiplication sign, plus sign 

Box 2: 
- Top row: equal sign, multiplication sign 
- Middle row: plus sign 
- Bottom row: square, triangle 

Box 3: 
- Top row: plus sign, square 
- Middle row: triangle 
- Bottom row: multiplication sign, equal sign 

Box 4: 
- Contains a question mark 

Below the sequence, there are four answer choices labeled (A), (B), (C), and (D). Each answer choice is a box with a combination of geometric shapes and mathematical symbols. The answer choices are as follows: 

(A): 
- Top row: triangle, square 
- Middle row: equal sign 
- Bottom row: multiplication sign, plus sign 

(B): 
- Top row: triangle, square 
- Middle row: multiplication sign 
- Bottom row: plus sign 

(C): 
- Top row: triangle, square 
- Middle row: equal sign 
- Bottom row: plus sign, multiplication sign 

(D): 
- Top row: equal sign 
- Middle row: plus sign 
- Bottom row: triangle",C
252c0d81-4bbd-5b3a-b4f3-8f3eb8adad2f_q20.png,"Find the missing character in the triangle with numbers 9, 3, and 6.",(1) 486 (2) 72 (3) 162 (4) 243,pattern_recognition, 1-4,TRUE,"The diagram contains three equilateral triangles, each with a number at each vertex and a number in the center. The first triangle has the number 10 at the top vertex, 3 at the right vertex, and 6 at the bottom vertex, with the number 200 in the center. The second triangle has the number 11 at the top vertex, 2 at the right vertex, and 4 at the bottom vertex, with the number 242 in the center. The third triangle has the number 9 at the top vertex, 3 at the right vertex, and 6 at the bottom vertex, with a question mark in the center. Below the triangles are four answer choices: (1) 486, (2) 72, (3) 162, and (4) 243.",3
bc248752-a642-5e42-abe5-60e9608e42a8_q47.png,"Find out the correct alternative to replace the question mark in the figure: 3, 8, 10, 2, ?, 1 and 6, 56, 90, 2, 20, 0.",(a) 0 (b) 3 (c) 5 (d) 7,pattern_recognition,A-D,TRUE,"The diagram contains a 2x6 grid of numbers. The first row contains the numbers 3, 8, 10, 2, a question mark (?), and 1. The second row contains the numbers 6, 56, 90, 2, 20, and 0. Below the grid, there are four multiple-choice options labeled (a), (b), (c), and (d). The options are: (a) 0, (b) 3, (c) 5, and (d) 7.",C
a4419eff-e578-5395-9c01-a3f1de910a61_q40.png,"If 9 + 3 = 6273, 8 + 2 = 6164 then 10 + 5 =",(A) 5250 (B) 5515 (C) 5502 (D) 5205,pattern_recognition, 1-4,FALSE,No Diagram,3
175cfbb4-4e5f-5cef-b72c-21bbf528938d_q79.png,None,(A) water (B) white (C) yellow (D) red,pattern_recognition, 1-4,FALSE,No Diagram,4
8a5d0a36-9c8a-5a24-b114-67a57c3b249e_q4.png,"In each of the following questions, a group of letters is given, which are numbered differently. Below four alternatives are given, containing combination of these numbers. Select that combination of numbers which forms a meaningful word. ceeubas",(1) 5216473 (2) 7243156 (3) 6213475 (4) 5276314,pattern_recognition, 1-4,FALSE,No Diagram,1
670176af-41ee-5049-9acc-f250ad2e943a_q32.png,"Find the figure which is similar to the problem figure, choosing from the given alternatives.",(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a problem figure and four alternative figures labeled (1), (2), (3), and (4). Each figure is divided into four equal quadrants. The problem figure is at the top and the alternatives are below it. The problem figure has the following layout: the top-left quadrant is shaded, the top-right quadrant contains a circle, the bottom-left quadrant contains a diagonal line from the bottom-left corner to the top-right corner, and the bottom-right quadrant contains a square. The four alternative figures are as follows: (1) The top-left quadrant is shaded, the top-right quadrant contains a square, the bottom-left quadrant contains a diagonal line from the bottom-left corner to the top-right corner, and the bottom-right quadrant contains a circle. (2) The top-left quadrant contains a circle, the top-right quadrant contains a diagonal line from the bottom-left corner to the top-right corner, the bottom-left quadrant is shaded, and the bottom-right quadrant contains a square. (3) The top-left quadrant is shaded, the top-right quadrant contains a circle, the bottom-left quadrant contains a diagonal line from the bottom-left corner to the top-right corner, and the bottom-right quadrant contains a square. (4) The top-left quadrant is shaded, the top-right quadrant contains a square, the bottom-left quadrant contains a circle, and the bottom-right quadrant contains a diagonal line from the bottom-left corner to the top-right corner.",2
f4951250-3f5c-557a-8efb-a51b94ef0eea_q33.png,Find the missing number in the given matrices. 9 27 162 13 39 234 ? 51 306,(A) 17 (B) 15 (C) 19 (D) 21,pattern_recognition, 1-4,TRUE,"The diagram contains a 3x3 matrix with some numbers missing. The matrix is presented as follows: The first row contains the numbers 9, 27, and 162. The second row contains the numbers 13, 39, and 234. The third row contains a question mark in the first cell, the number 51 in the second cell, and the number 306 in the third cell. Above the matrix, there is a direction that reads: 'Directions: Find the missing number in the given matrices.' The number 33 is placed to the left of the matrix, indicating the question number.",4
837a82e5-20f7-58e3-89fa-4b6884c2414c_q18.png,Which of the following words cannot be made from the letters given in question. TRANSFORM,(A) FORT (B) ROAM (C) TRAIN (D) RANSOM,pattern_recognition,A-D,FALSE,No Diagram,C
becbb069-1004-5dfa-9f4d-6d62bc71c3ef_q17.png,"If MY = 16, SUN = 27 then HOTEL will be equal to:",(1) 60 (2) 75 (3) 77 (4) 80,pattern_recognition, 1-4,FALSE,No Diagram,2
8504e109-f11e-5b13-ab9d-ab30de79414b_q40.png,Apparel : Cloth Footwear : ?,(A) Material (B) Leather (C) Cobbler (D) Shoes,pattern_recognition,A-D,FALSE,No Diagram,D
6664768e-a532-5606-ab07-7358e7f50edf_q7.png,25B _ 4 _ DH _ 11F _ 8 _ HN,"(A) E, 8, 7, D, 9 (B) C, 7, 4, E, 9 (C) D, 8, 6, C, 7 (D) E, 8, 6, K, 14",pattern_recognition, 1-4,FALSE,No Diagram,4
bc248752-a642-5e42-abe5-60e9608e42a8_q89.png,"If 9 * 7 = 58 and 3 * 11 = 124, what is the value of 13 * 5?",(a) 38 (b) 31 (c) 174 (d) 36,pattern_recognition,A-D,FALSE,No Diagram,A
0bc2b11b-bb77-54bc-87e6-8fda667f0a6e_q98.png,None,1. Daughter 2. Husband 3. Son in law 4. Daughter in law,pattern_recognition,A-D,FALSE,No Diagram,B
f4951250-3f5c-557a-8efb-a51b94ef0eea_q32.png,Find the missing number in the given matrices.,(A) 15 (B) 16 (C) 17 (D) 18,pattern_recognition, 1-4,TRUE,"The diagram contains a 3x5 matrix with some numbers filled in and one missing number represented by a question mark. The matrix is described as follows: The first row contains the numbers 112, 16, 7, and 256. The second row contains the numbers 117, 14, a question mark (representing the missing number), and 182. The third row contains the numbers 143, 12, 11, and 156. Above the matrix, there is a direction that reads: 'Directions: Find the missing number in the given matrices.' The number 32 is written to the left of the matrix, indicating the question number.",2
8023c135-7fcb-5627-9cf2-e79034b98553_q44.png,Choose alternative as the answer (Series of small letters). aaa_bb_aab_baaa_bb,(1) abab (2) bbaa (3) babb (4) baab,pattern_recognition, 1-4,FALSE,No Diagram,3
9dd3163c-8df2-598d-9040-ddc3ebb1407b_q92.png,Write the correct alternative to replace question mark.,(1) C (2) B (3) Z (D) A,pattern_recognition, 1-4,TRUE,"The diagram consists of seven overlapping circles arranged in a hexagonal pattern. Each circle contains a letter, except for the bottom center circle which contains a question mark. The circles are arranged as follows: The top circle contains the letter 'N'. The top left circle contains the letter 'F'. The top right circle contains the letter 'X'. The middle left circle contains the letter 'V'. The middle right circle contains the letter 'H'. The bottom left circle contains the letter 'L'. The bottom right circle contains the letter 'R'. The bottom center circle contains a question mark. Below the diagram, there is a question asking to write the correct alternative to replace the question mark. Four options are provided: (1) C, (2) B, (3) Z, (4) A.",2
7afba9d0-08d8-55f3-b1ce-8aa9dcaf22cc_q81.png,"In these questions; numbers are arranged on the basis of some rules. One place is vacant, which is indicated as ?. Find out the correct alternative to replace the question mark “?”.",(1) 13 (2) 15 (3) 17 (4) 19,pattern_recognition, 1-4,TRUE,"The diagram contains three circles, each divided into three equal sectors by lines radiating from the center. Each sector contains a number. The first circle, labeled 81, has the numbers 25, 18, and 6 in its sectors. The second circle has the numbers 38, 17, and 8 in its sectors. The third circle has the numbers 89, 16, and a question mark in its sectors. Below the circles, there are four answer choices: 1) 13, 2) 15, 3) 17, and 4) 19.",2
02c5165a-88ae-5255-b9ae-927132c93df1_q56.png,Select one of the following four options that will make the second pair analogous to the first pair given as: 258 : 6 :: 155 : ?,(A) 5 (B) 7 (C) 9 (D) 11,pattern_recognition,A-D,FALSE,No Diagram,A
c52f97cc-8d8c-5798-9202-84cf93f716cb_q1.png,"37, 46, 28",(1) 56 (2) 54 (3) 54 (4) 83,pattern_recognition, 1-4,FALSE,No Diagram,2
57a5e89b-953d-56aa-ad08-c62ca3427833_q19.png,Which figure completes the series?,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a set of instructions followed by a problem figure and four answer figures. The instructions are as follows: 'If a + b means a is sister of b. a - b means a is brother of b. a × b means a is daughter of b. a ÷ b means a is mother of b.' Below the instructions, there is a problem figure labeled '19. Problem Figures:' which contains a sequence of five vertical arrows in a rectangular box. The arrows are arranged as follows: the first arrow points up, the second arrow points up, the third arrow points down, the fourth arrow points up, and the fifth arrow points down. Below the problem figure, there is a section labeled 'Answer Figures:' which contains four rectangular boxes, each containing a sequence of five vertical arrows. The first answer figure (1) has the following arrangement: the first arrow points up, the second arrow points up, the third arrow points up, the fourth arrow points down, and the fifth arrow points up. The second answer figure (2) has the following arrangement: the first arrow points up, the second arrow points up, the third arrow points down, the fourth arrow points up, and the fifth arrow points up. The third answer figure (3) has the following arrangement: the first arrow points up, the second arrow points up, the third arrow points down, the fourth arrow points up, and the fifth arrow points down. The fourth answer figure (4) has the following arrangement: the first arrow points up, the second arrow points up, the third arrow points down, the fourth arrow points down, and the fifth arrow points up.",3
43727a02-d9a7-52a3-96c9-51b25de79461_q50.png,"If 343 = 100 and 121 = 16, then 250 is:",(1) 25 (2) 49 (3) 125 (4) 64,pattern_recognition, 1-4,FALSE,No Diagram,2
02c5165a-88ae-5255-b9ae-927132c93df1_q41.png,"If in a particular coding pattern the word MOBILITY is written as 46293927, then the word EXAMINATION can be written as",(A) 67250623076 (B) 56149512965 (C) 45038401854 (D) 57159413955,pattern_recognition,A-D,FALSE,No Diagram,B
16aefae9-3c97-5b85-b6f5-25c62ec4c048_q11.png,Study the pattern of numbers in the following questions and select the missing numbers in the place of question mark (?). Mark the correct alternative on your answer-sheet as directed. What is the missing number in the grid?,(1) 42 (2) 8 (3) 16 (4) 4,pattern_recognition, 1-4,TRUE,"The diagram contains a 3x3 grid of numbers with an additional row and column of numbers outside the grid. The grid is as follows: The first row contains the numbers 8, 4, and 5 from left to right. The second row contains the numbers 6, 4, and 0 from left to right. The third row contains a question mark (?), 9, and 4 from left to right. Below the grid, there is an additional row of numbers: 90, 40, and 20 from left to right. To the right of the grid, there is an additional column of numbers: 42, 8, 16, and 4 from top to bottom. The question asks to select the missing number in place of the question mark (?). The options provided are: (1) 42, (2) 8, (3) 16, and (4) 4.",3
e8fc1024-2c3e-586e-b4b6-5d519e5c9bb3_q14.png,"BMX, DNW, FOU, _____",(1) HPX (2) HPS (3) HPT (4) GPS,pattern_recognition, 1-4,FALSE,No Diagram,3
9a95f038-2f41-52b3-95c8-55c641d361d2_q78.png,OMIT,"(1) 14, 34, 88, 95 (2) 63, 44, 88, 03 (3) 79, 09, 61, 41 (4) 97, 34, 62, 95",pattern_recognition, 1-4,TRUE,"The diagram contains a 10x10 grid with columns and rows identified by numbers 0 to 9. Each cell in the grid contains a letter. The columns are labeled from 0 to 9 from left to right, and the rows are labeled from 0 to 9 from top to bottom. The letters in the grid are as follows:Row 0: I, L, B, P, K, N, H, S, A, ERow 1: M, A, Q, G, T, V, I, O, N, URow 2: L, A, U, B, E, C, I, E, C, IRow 3: T, Y, A, I, U, O, N, J, F, JRow 4: F, O, B, M, E, G, U, K, W, RRow 5: A, P, M, E, A, N, A, A, T, TRow 6: P, S, U, E, Z, K, V, W, D, LRow 7: Z, D, Y, V, F, O, H, Y, I, ORow 8: L, I, Z, Q, A, E, M, I, S, TRow 9: P, E, O, D, E, U, Q, O, C, GBelow the grid, there is a word 'OMIT' followed by four options:(1) 14, 34, 88, 95(2) 63, 44, 88, 03(3) 79, 09, 61, 41(4) 97, 34, 62, 95The directions above the grid state: 'The numbered cells in the square below have been filled with letters, the columns and the rows are identified by the numbers 0 to 9. A letter in a cell is represented first by its column number and then by its row number e.g. G in column 3 and row 1 is represented by 31. In each of the following questions a word has been given which is represented by one of the four correct alternatives.'",1
832f846d-43d6-5f55-9a0b-76ea06b1d5d0_q24.png,None,(1) EPTO (2) PEOT (3) ETOP (4) OTPE,pattern_recognition, 1-4,FALSE,No Diagram,4
cd081a4e-84de-51e1-8512-db787a026c31_q16.png,"What is the missing term in the sequence H/16, K/13, ?/19, Q/40, T/52, Z?","(1) N/25, V/28 (2) N/28, W/25 (3) W/26, M/20 (4) N/24, W/32",pattern_recognition, 1-4,FALSE,No Diagram,2
407270e9-8cd2-5148-b501-c60d254e594c_q30.png,Put the given words in the sequence as in the dictionary and then select the correct sequence.,"(1) B, E, A, C, D (2) E, B, C, A, D (3) E, B, A, C, D (4) B, E, C, A, D",pattern_recognition, 1-4,FALSE,No Diagram,3
9dd3163c-8df2-598d-9040-ddc3ebb1407b_q76.png,"In the following specific group of letters are given. From the given alternatives, find out the right letters which matches the given group. BYEV DWHS IRLO",(1) FUKO (2) CXJP (3) GTDW (4) AZCW,pattern_recognition, 1-4,FALSE,No Diagram,3
43727a02-d9a7-52a3-96c9-51b25de79461_q81.png,These questions are based on letter series. In each of these letter series some letters are missing. Choose the correct alternative from the given choices. m n n m _ n n m m _ _ m m n n m _ n m m n m m _ m,(1) m m m n (2) n n n n (3) m n n n (4) n m n m,pattern_recognition, 1-4,FALSE,No Diagram,3
a5742629-6958-5bfe-aa35-cf5d5b55c199_q38.png,Goldsmith : Ornaments :: Producer : ?,(1) Film (2) Theater (3) Actor (4) Actress,pattern_recognition,[A-D],FALSE,No Diagram,A
